date,shift,airline,flight number,aircraft type,route,loading supervisor id,scheduled arrival time,scheduled departure time,actual arrival time,actual departure time,conveyor belt on,conveyor belt off,h-loader on,h-loader off,cargo doors open,cargo doors closed,first trolley out,last trolley out,baggage at aircraft
30-11-25,Shift B,Kenya Airways,KQ706,B737,NBO-HRE via LUN,10,9:10:00,10:00:00,9:15:00,10:02:00,9:21:00,9:50:00,,,9:20:00,9:52:00,9:22:00,9:27:00,121
01-12-25,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:55:00,9:48:00,9:01:00,9:32:00,,,9:00:00,9:34:00,9:02:00,9:08:00,103
01-12-25,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:54:00,12:27:00,12:00:00,12:15:00,,,11:59:00,12:17:00,12:01:00,12:05:00,164
01-12-25,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:07:00,14:09:00,13:11:00,13:52:00,,,13:10:00,13:54:00,13:12:00,13:25:00,26
01-12-25,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:54:00,12:54:00,13:00:00,13:22:00,,,12:59:00,13:24:00,13:01:00,13:05:00,124
01-12-25,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:36:00,13:08:00,12:41:00,12:58:00,,,12:40:00,13:00:00,12:42:00,12:50:00,188
01-12-25,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:39:00,12:47:00,11:45:00,12:39:00,,,11:44:00,12:41:00,11:46:00,11:56:00,173
01-12-25,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,15:15:00,16:05:00,15:21:00,15:50:00,,,15:20:00,15:52:00,15:22:00,15:25:00,112
01-12-25,Shift B,Ethiopian Airways,ET873,B787,ADD-ADD via LUN,9,13:10:00,15:10:00,13:29:00,15:05:00,13:32:00,14:55:00,13:33:00,14:54:00,13:31:00,14:57:00,13:33:00,13:49:00,190
01-12-25,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:47:00,10:15:00,9:50:00,9:59:00,,,9:49:00,10:01:00,9:51:00,10:07:00,193
01-12-25,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:40:00,14:26:00,13:46:00,14:18:00,,,13:45:00,14:20:00,13:47:00,13:50:00,45
01-12-25,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,7:51:00,9:44:00,7:55:00,9:30:00,7:56:00,9:29:00,7:54:00,9:32:00,7:56:00,8:06:00,120
01-12-25,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,15:14:00,16:52:00,15:18:00,16:40:00,15:19:00,16:39:00,15:17:00,16:42:00,15:19:00,15:24:00,143
01-12-25,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:11:00,1:11:00,1:17:00,2:20:00,,,1:16:00,2:22:00,1:18:00,1:22:00,56
01-12-25,Shift B,Kenya Airways,KQ704,B737,NBO-HRE via LUN,9,17:20:00,18:10:00,17:24:00,18:21:00,17:30:00,18:11:00,,,17:29:00,18:13:00,17:31:00,17:42:00,143
01-12-25,Shift B,Kenya Airways,KQ706,B737,NBO-HRE via LUN,10,9:10:00,10:00:00,9:25:00,9:25:00,9:31:00,9:42:00,,,9:30:00,9:44:00,9:32:00,9:40:00,37
02-12-25,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:54:00,9:32:00,8:57:00,9:25:00,,,8:56:00,9:27:00,8:58:00,9:09:00,185
02-12-25,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:36:00,12:20:00,11:40:00,12:05:00,,,11:39:00,12:07:00,11:41:00,11:48:00,161
02-12-25,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:05:00,13:56:00,13:11:00,13:42:00,,,13:10:00,13:44:00,13:12:00,13:18:00,123
02-12-25,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:36:00,13:31:00,12:42:00,13:18:00,,,12:41:00,13:20:00,12:43:00,12:46:00,177
02-12-25,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:17:00,13:28:00,12:23:00,13:15:00,,,12:22:00,13:17:00,12:24:00,12:27:00,200
02-12-25,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:43:00,12:33:00,11:48:00,12:25:00,,,11:47:00,12:27:00,11:49:00,12:02:00,46
02-12-25,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,15:19:00,15:51:00,15:24:00,15:39:00,,,15:23:00,15:41:00,15:25:00,15:32:00,137
02-12-25,Shift B,Ethiopian Airways,ET873,A350,ADD-ADD via LUN,9,13:10:00,15:10:00,13:11:00,15:31:00,13:16:00,15:15:00,13:17:00,15:14:00,13:15:00,15:17:00,13:17:00,13:27:00,176
02-12-25,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:50:00,10:12:00,9:55:00,10:00:00,,,9:54:00,10:02:00,9:56:00,10:07:00,178
02-12-25,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:26:00,14:24:00,13:29:00,14:07:00,,,13:28:00,14:09:00,13:30:00,13:38:00,100
02-12-25,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,7:42:00,9:45:00,7:47:00,9:37:00,7:48:00,9:36:00,7:46:00,9:39:00,7:48:00,7:54:00,115
02-12-25,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,14:54:00,16:52:00,15:00:00,16:39:00,15:01:00,16:38:00,14:59:00,16:41:00,15:01:00,15:13:00,55
02-12-25,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:29:00,2:37:00,1:33:00,2:23:00,,,1:32:00,2:25:00,1:34:00,1:49:00,157
02-12-25,Shift B,Kenya Airways,KQ704,E195,NBO-HRE via LUN,9,17:20:00,18:10:00,17:40:00,17:40:00,17:46:00,17:59:00,,,17:45:00,18:01:00,17:47:00,17:52:00,67
02-12-25,Shift B,Kenya Airways,KQ706,B737,NBO-HRE via LUN,10,9:10:00,10:00:00,9:23:00,9:53:00,9:28:00,9:46:00,,,9:27:00,9:48:00,9:29:00,9:40:00,54
03-12-25,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,8:47:00,9:54:00,8:53:00,9:41:00,,,8:52:00,9:43:00,8:54:00,9:07:00,145
03-12-25,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:56:00,12:38:00,12:02:00,12:29:00,,,12:01:00,12:31:00,12:03:00,12:07:00,164
03-12-25,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,12:56:00,13:49:00,13:01:00,13:42:00,,,13:00:00,13:44:00,13:02:00,13:10:00,77
03-12-25,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:59:00,13:38:00,13:03:00,13:24:00,,,13:02:00,13:26:00,13:04:00,13:18:00,146
03-12-25,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:40:00,13:32:00,12:43:00,13:16:00,,,12:42:00,13:18:00,12:44:00,12:51:00,88
03-12-25,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,12:04:00,12:43:00,12:07:00,12:29:00,,,12:06:00,12:31:00,12:08:00,12:22:00,75
03-12-25,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:12:00,15:46:00,15:16:00,15:35:00,,,15:15:00,15:37:00,15:17:00,15:22:00,135
03-12-25,Shift A,Ethiopian Airways,ET873,B777,ADD-ADD via LUN,1,13:10:00,15:10:00,13:17:00,15:05:00,13:23:00,14:57:00,13:24:00,14:56:00,13:22:00,14:59:00,13:24:00,13:30:00,73
03-12-25,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:47:00,10:32:00,9:51:00,10:16:00,,,9:50:00,10:18:00,9:52:00,9:59:00,72
03-12-25,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:28:00,14:08:00,13:33:00,13:53:00,,,13:32:00,13:55:00,13:34:00,13:42:00,172
03-12-25,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,8:09:00,9:40:00,8:14:00,9:29:00,8:15:00,9:28:00,8:13:00,9:31:00,8:15:00,8:23:00,166
03-12-25,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:02:00,16:52:00,15:05:00,16:43:00,15:06:00,16:42:00,15:04:00,16:45:00,15:06:00,15:18:00,35
03-12-25,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:22:00,2:18:00,1:26:00,2:08:00,,,1:25:00,2:10:00,1:27:00,1:34:00,102
03-12-25,Shift A,Kenya Airways,KQ704,E195,NBO-HRE via LUN,7,17:20:00,18:10:00,17:30:00,18:31:00,17:34:00,18:15:00,,,17:33:00,18:17:00,17:35:00,17:50:00,88
03-12-25,Shift A,Kenya Airways,KQ706,B737,NBO-HRE via LUN,1,9:10:00,10:00:00,9:19:00,10:18:00,9:22:00,10:01:00,,,9:21:00,10:03:00,9:23:00,9:30:00,123
04-12-25,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,9:07:00,9:47:00,9:12:00,9:33:00,,,9:11:00,9:35:00,9:13:00,9:24:00,103
04-12-25,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:30:00,12:15:00,11:36:00,11:58:00,,,11:35:00,12:00:00,11:37:00,11:50:00,198
04-12-25,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:17:00,13:39:00,13:23:00,13:29:00,,,13:22:00,13:31:00,13:24:00,13:33:00,74
04-12-25,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:56:00,13:37:00,13:01:00,13:26:00,,,13:00:00,13:28:00,13:02:00,13:11:00,160
04-12-25,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:13:00,13:31:00,12:18:00,13:14:00,,,12:17:00,13:16:00,12:19:00,12:23:00,31
04-12-25,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,11:36:00,12:49:00,11:39:00,12:41:00,,,11:38:00,12:43:00,11:40:00,11:48:00,132
04-12-25,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:14:00,15:40:00,15:20:00,15:30:00,,,15:19:00,15:32:00,15:21:00,15:26:00,186
04-12-25,Shift A,Ethiopian Airways,ET873,B777,ADD-ADD via LUN,1,13:10:00,15:10:00,13:05:00,15:17:00,13:08:00,15:00:00,13:09:00,14:59:00,13:07:00,15:02:00,13:09:00,13:20:00,84
04-12-25,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:30:00,10:28:00,9:34:00,10:21:00,,,9:33:00,10:23:00,9:35:00,9:46:00,180
04-12-25,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:34:00,14:19:00,13:40:00,14:02:00,,,13:39:00,14:04:00,13:41:00,13:45:00,200
04-12-25,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,7:41:00,9:30:00,7:45:00,9:16:00,7:46:00,9:15:00,7:44:00,9:18:00,7:46:00,7:52:00,53
04-12-25,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,14:59:00,16:53:00,15:05:00,16:46:00,15:06:00,16:45:00,15:04:00,16:48:00,15:06:00,15:09:00,198
04-12-25,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:26:00,2:17:00,1:32:00,2:08:00,,,1:31:00,2:10:00,1:33:00,1:43:00,38
04-12-25,Shift A,Kenya Airways,KQ704,E195,NBO-HRE via LUN,7,17:20:00,18:10:00,17:29:00,18:05:00,17:32:00,17:57:00,,,17:31:00,17:59:00,17:33:00,17:44:00,114
04-12-25,Shift A,Kenya Airways,KQ706,B737,NBO-HRE via LUN,1,9:10:00,10:00:00,9:03:00,10:14:00,9:07:00,9:57:00,,,9:06:00,9:59:00,9:08:00,9:23:00,56
05-12-25,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,8:39:00,8:39:00,8:42:00,9:47:00,,,8:41:00,9:49:00,8:43:00,8:59:00,62
05-12-25,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:58:00,12:32:00,12:02:00,12:15:00,,,12:01:00,12:17:00,12:03:00,12:10:00,125
05-12-25,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,13:23:00,13:48:00,13:26:00,13:40:00,,,13:25:00,13:42:00,13:27:00,13:35:00,51
05-12-25,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:49:00,13:42:00,12:55:00,13:30:00,,,12:54:00,13:32:00,12:56:00,13:01:00,83
05-12-25,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:22:00,13:05:00,12:26:00,12:50:00,,,12:25:00,12:52:00,12:27:00,12:41:00,173
05-12-25,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,11:48:00,12:21:00,11:53:00,12:11:00,,,11:52:00,12:13:00,11:54:00,12:06:00,175
05-12-25,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:17:00,15:52:00,15:23:00,15:41:00,,,15:22:00,15:43:00,15:24:00,15:37:00,33
05-12-25,Shift A,Ethiopian Airways,ET873,A350,ADD-ADD via LUN,1,13:10:00,15:10:00,13:26:00,15:24:00,13:29:00,15:14:00,13:30:00,15:13:00,13:28:00,15:16:00,13:30:00,13:43:00,183
05-12-25,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:29:00,10:38:00,9:32:00,10:26:00,,,9:31:00,10:28:00,9:33:00,9:44:00,53
05-12-25,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:39:00,14:31:00,13:44:00,14:16:00,,,13:43:00,14:18:00,13:45:00,13:59:00,64
05-12-25,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,8:05:00,9:34:00,8:08:00,9:18:00,8:09:00,9:17:00,8:07:00,9:20:00,8:09:00,8:16:00,23
05-12-25,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:01:00,16:33:00,15:04:00,16:26:00,15:05:00,16:25:00,15:03:00,16:28:00,15:05:00,15:17:00,149
05-12-25,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:23:00,2:42:00,1:29:00,2:29:00,,,1:28:00,2:31:00,1:30:00,1:39:00,41
05-12-25,Shift A,Kenya Airways,KQ704,E195,NBO-HRE via LUN,7,17:20:00,18:10:00,17:22:00,18:05:00,17:27:00,17:57:00,,,17:26:00,17:59:00,17:28:00,17:40:00,72
05-12-25,Shift A,Kenya Airways,KQ706,E195,NBO-HRE via LUN,1,9:10:00,10:00:00,9:29:00,10:10:00,9:35:00,9:54:00,,,9:34:00,9:56:00,9:36:00,9:49:00,186
06-12-25,Shift A,Air Botswana,BP312,E175,GBE-HRE via LUN,1,8:50:00,9:40:00,8:39:00,9:49:00,8:45:00,9:39:00,,,8:44:00,9:41:00,8:46:00,8:49:00,82
06-12-25,Shift A,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,2,11:45:00,12:20:00,11:35:00,12:37:00,11:38:00,12:23:00,,,11:37:00,12:25:00,11:39:00,11:54:00,175
06-12-25,Shift A,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,3,13:10:00,13:45:00,12:58:00,13:54:00,13:02:00,13:46:00,,,13:01:00,13:48:00,13:03:00,13:08:00,55
06-12-25,Shift A,South African Airways,SA62,A320,JNB-JNB via LUN,4,12:40:00,13:30:00,12:25:00,13:30:00,12:31:00,13:18:00,,,12:30:00,13:20:00,12:32:00,12:43:00,152
06-12-25,Shift A,Air Tanzania,TC212,A220,DAR-HRE via LUN,5,12:20:00,13:10:00,12:21:00,12:21:00,12:26:00,13:01:00,,,12:25:00,13:03:00,12:27:00,12:35:00,50
06-12-25,Shift A,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,6,11:45:00,12:30:00,11:31:00,12:41:00,11:37:00,12:30:00,,,11:36:00,12:32:00,11:38:00,11:49:00,36
06-12-25,Shift A,RwandAir,WB112,B737,KGL-HRE via LUN,7,15:00:00,15:50:00,15:01:00,15:44:00,15:07:00,15:30:00,,,15:06:00,15:32:00,15:08:00,15:19:00,112
06-12-25,Shift A,Ethiopian Airways,ET873,A350,ADD-ADD via LUN,1,13:10:00,15:10:00,13:26:00,15:10:00,13:31:00,15:01:00,13:32:00,15:00:00,13:30:00,15:03:00,13:32:00,13:40:00,46
06-12-25,Shift A,Airlink,4Z166,E135,JNB-JNB via LUN,2,9:40:00,10:15:00,9:32:00,10:19:00,9:35:00,10:12:00,,,9:34:00,10:14:00,9:36:00,9:42:00,82
06-12-25,Shift A,Airlink,4Z162,E195,JNB-JNB via LUN,3,13:30:00,14:15:00,13:17:00,14:35:00,13:22:00,14:22:00,,,13:21:00,14:24:00,13:23:00,13:29:00,65
06-12-25,Shift A,Qatar Airways,QR1455,B787,DOH-HRE via LUN,4,7:50:00,9:40:00,7:37:00,7:37:00,7:43:00,9:55:00,7:44:00,9:54:00,7:42:00,9:57:00,7:44:00,7:52:00,83
06-12-25,Shift A,Qatar Airways,QR1456,B787,HRE-DOH via LUN,5,15:00:00,16:30:00,15:11:00,15:11:00,15:16:00,16:32:00,15:17:00,16:31:00,15:15:00,16:34:00,15:17:00,15:30:00,115
06-12-25,Shift A,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,6,1:20:00,2:20:00,1:12:00,2:42:00,1:15:00,2:33:00,,,1:14:00,2:35:00,1:16:00,1:25:00,152
06-12-25,Shift A,Kenya Airways,KQ704,E195,NBO-HRE via LUN,7,17:20:00,18:10:00,17:30:00,18:04:00,17:36:00,17:53:00,,,17:35:00,17:55:00,17:37:00,17:44:00,103
06-12-25,Shift A,Kenya Airways,KQ706,E195,NBO-HRE via LUN,1,9:10:00,10:00:00,9:30:00,10:19:00,9:33:00,10:07:00,,,9:32:00,10:09:00,9:34:00,9:43:00,94
07-12-25,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:54:00,9:45:00,9:00:00,9:33:00,,,8:59:00,9:35:00,9:01:00,9:13:00,146
07-12-25,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:42:00,12:44:00,11:46:00,12:35:00,,,11:45:00,12:37:00,11:47:00,11:52:00,124
07-12-25,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,12:56:00,13:49:00,13:01:00,13:32:00,,,13:00:00,13:34:00,13:02:00,13:06:00,105
07-12-25,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:25:00,13:44:00,12:30:00,13:36:00,,,12:29:00,13:38:00,12:31:00,12:38:00,155
07-12-25,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:20:00,13:26:00,12:26:00,13:19:00,,,12:25:00,13:21:00,12:27:00,12:32:00,91
07-12-25,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:35:00,12:22:00,11:39:00,12:07:00,,,11:38:00,12:09:00,11:40:00,11:51:00,199
07-12-25,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,15:08:00,15:08:00,15:11:00,15:53:00,,,15:10:00,15:55:00,15:12:00,15:19:00,149
07-12-25,Shift B,Ethiopian Airways,ET873,A350,ADD-ADD via LUN,9,13:10:00,15:10:00,13:20:00,15:04:00,13:23:00,14:51:00,13:24:00,14:50:00,13:22:00,14:53:00,13:24:00,13:40:00,53
07-12-25,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:40:00,10:23:00,9:45:00,10:11:00,,,9:44:00,10:13:00,9:46:00,9:56:00,199
07-12-25,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:35:00,14:25:00,13:41:00,14:14:00,,,13:40:00,14:16:00,13:42:00,13:48:00,39
07-12-25,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,7:47:00,9:38:00,7:50:00,9:29:00,7:51:00,9:28:00,7:49:00,9:31:00,7:51:00,7:58:00,62
07-12-25,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,15:13:00,16:49:00,15:18:00,16:36:00,15:19:00,16:35:00,15:17:00,16:38:00,15:19:00,15:24:00,157
07-12-25,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:27:00,2:23:00,1:33:00,2:12:00,,,1:32:00,2:14:00,1:34:00,1:44:00,87
07-12-25,Shift B,Kenya Airways,KQ704,E195,NBO-HRE via LUN,9,17:20:00,18:10:00,17:10:00,18:10:00,17:15:00,17:54:00,,,17:14:00,17:56:00,17:16:00,17:20:00,75
07-12-25,Shift B,Kenya Airways,KQ706,B737,NBO-HRE via LUN,10,9:10:00,10:00:00,9:04:00,9:55:00,9:08:00,9:43:00,,,9:07:00,9:45:00,9:09:00,9:20:00,151
08-12-25,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:38:00,9:49:00,8:43:00,9:40:00,,,8:42:00,9:42:00,8:44:00,8:48:00,123
08-12-25,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:58:00,12:45:00,12:02:00,12:37:00,,,12:01:00,12:39:00,12:03:00,12:15:00,46
08-12-25,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:03:00,13:42:00,13:06:00,13:35:00,,,13:05:00,13:37:00,13:07:00,13:16:00,53
08-12-25,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:37:00,13:45:00,12:42:00,13:28:00,,,12:41:00,13:30:00,12:43:00,12:57:00,185
08-12-25,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:10:00,13:16:00,12:13:00,13:09:00,,,12:12:00,13:11:00,12:14:00,12:21:00,70
08-12-25,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:58:00,12:28:00,12:01:00,12:16:00,,,12:00:00,12:18:00,12:02:00,12:09:00,30
08-12-25,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,15:14:00,15:43:00,15:18:00,15:27:00,,,15:17:00,15:29:00,15:19:00,15:30:00,121
08-12-25,Shift B,Ethiopian Airways,ET873,B777,ADD-ADD via LUN,9,13:10:00,15:10:00,12:56:00,15:24:00,13:02:00,15:15:00,13:03:00,15:14:00,13:01:00,15:17:00,13:03:00,13:11:00,74
08-12-25,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:36:00,9:36:00,9:41:00,10:08:00,,,9:40:00,10:10:00,9:42:00,9:48:00,28
08-12-25,Shift B,Airlink,4Z162,E195,JNB-JNB via LUN,12,13:30:00,14:15:00,13:30:00,14:23:00,13:36:00,14:10:00,,,13:35:00,14:12:00,13:37:00,13:48:00,142
08-12-25,Shift B,Qatar Airways,QR1455,B787,DOH-HRE via LUN,13,7:50:00,9:40:00,7:38:00,9:35:00,7:43:00,9:22:00,7:44:00,9:21:00,7:42:00,9:24:00,7:44:00,7:50:00,127
08-12-25,Shift B,Qatar Airways,QR1456,B787,HRE-DOH via LUN,14,15:00:00,16:30:00,14:57:00,16:53:00,15:01:00,16:36:00,15:02:00,16:35:00,15:00:00,16:38:00,15:02:00,15:15:00,24
08-12-25,Shift B,Turkish Airlines,TK525,B737 Max,IST-IST via LUN,8,1:20:00,2:20:00,1:29:00,2:32:00,1:35:00,2:17:00,,,1:34:00,2:19:00,1:36:00,1:46:00,108
08-12-25,Shift B,Kenya Airways,KQ704,B737,NBO-HRE via LUN,9,17:20:00,18:10:00,17:29:00,18:17:00,17:33:00,18:10:00,,,17:32:00,18:12:00,17:34:00,17:44:00,172
08-12-25,Shift B,Kenya Airways,KQ706,E195,NBO-HRE via LUN,10,9:10:00,10:00:00,8:56:00,10:07:00,8:59:00,9:53:00,,,8:58:00,9:55:00,9:00:00,9:14:00,111
09-12-25,Shift B,Air Botswana,BP312,E175,GBE-HRE via LUN,8,8:50:00,9:40:00,8:49:00,9:40:00,8:52:00,9:30:00,,,8:51:00,9:32:00,8:53:00,9:09:00,81
09-12-25,Shift B,Malawian Airlines,ET34,DH8,LLW-HRE via LUN,9,11:45:00,12:20:00,11:47:00,12:44:00,11:50:00,12:34:00,,,11:49:00,12:36:00,11:51:00,12:06:00,119
09-12-25,Shift B,Malawian Airlines,ET35,DH8,HRE-LLW via LUN,10,13:10:00,13:45:00,13:17:00,13:46:00,13:21:00,13:36:00,,,13:20:00,13:38:00,13:22:00,13:36:00,101
09-12-25,Shift B,South African Airways,SA62,A320,JNB-JNB via LUN,12,12:40:00,13:30:00,12:47:00,13:21:00,12:52:00,13:05:00,,,12:51:00,13:07:00,12:53:00,13:06:00,56
09-12-25,Shift B,Air Tanzania,TC212,A220,DAR-HRE via LUN,13,12:20:00,13:10:00,12:17:00,13:31:00,12:22:00,13:22:00,,,12:21:00,13:24:00,12:23:00,12:34:00,29
09-12-25,Shift B,Uganda Airlines,UR722,CRJ900,EBB-HRE via LUN,14,11:45:00,12:30:00,11:35:00,11:35:00,11:39:00,12:07:00,,,11:38:00,12:09:00,11:40:00,11:48:00,25
09-12-25,Shift B,RwandAir,WB112,B737,KGL-HRE via LUN,8,15:00:00,15:50:00,15:18:00,16:10:00,15:21:00,15:58:00,,,15:20:00,16:00:00,15:22:00,15:37:00,71
09-12-25,Shift B,Ethiopian Airways,ET873,A350,ADD-ADD via LUN,9,13:10:00,15:10:00,13:16:00,15:11:00,13:21:00,15:04:00,13:22:00,15:03:00,13:20:00,15:06:00,13:22:00,13:26:00,57
09-12-25,Shift B,Airlink,4Z166,E135,JNB-JNB via LUN,10,9:40:00,10:15:00,9:34:00,10:12:00,9:39:00,10:04:00,,,9:38:00,10:06:00,9:40:00,9:49:00,200
